description,label,bridge
Dyed lamb including beaver lamb (manufacture),15110,SRUTT
Fur dressing (manufacture),15110,SRUTU
Fur dyeing (manufacture),15110,SRUTV
"Fur skin assemblies including dropped fur skins, plates, mats and strips (manufacture)",14200,SRUTW
Furrier (manufacture),14200,SRUTX
Furskin articles (manufacture),14200,SRUTY
Clothing made of sheepskin (manufacture),14200,SRUTZ
"Furskin pouffes, unstuffed (manufacture)",14200,SRUUQ
Garments made of rabbit fur (manufacture),14200,SRUUR
Hatters' fur (manufacture),14200,SRUUS
Industrial polishing cloths made of fur (manufacture),14200,SRUUT
Lambskin clothing (manufacture),14200,SRUUU
Manufacture of articles of fur,14200,SRUUV
Manufacturing furrier (manufacture),14200,SRUUW
Mats and rugs made of fur (manufacture),14200,SRUUX
Moleskin finishing (manufacture),14200,SRUUY
Furskin assemblies (manufacture),14200,SRUUZ
Rugs made of sheepskin (manufacture),14200,SRUVQ
Rugs made of skins (manufacture),14200,SRUVR
Scraping of fur skins and hides with the hair on (manufacture),15110,SRUVS
Shearing and plucking of fur skins and hides with the hair on (manufacture),15110,SRUVT
Stoles made of fur (manufacture),14200,SRUVU
Tanning of fur skins and hides with the hair on (manufacture),15110,SRUVV
Trimmings made of fur (manufacture),14200,SRUVW
Wearing apparel and clothing accessories made of fur (manufacture),14200,SRUVX
Box and willow calf leather (manufacture),15110,SRUVY
Muffs made of fur (manufacture),14200,SRUVZ
Cattle hide leather (manufacture),15110,SRUWQ
Chamois leather (manufacture),15110,SRUWR
Chrome tanning (manufacture),15110,SRUWS
Combing leather (manufacture),15110,SRUWT
Composition leather (manufacture),15110,SRUWU
Dressing of leather (manufacture),15110,SRUWV
Footwear leather preparation (manufacture),15110,SRUWW
Glace kid (manufacture),15110,SRUWY
Buckskin (manufacture),15110,SRUWZ
Goldbeaters' skin or bung (manufacture),15110,SRUXQ
Harness and saddlery leather preparation (manufacture),15110,SRUXR
Hat and cap leather preparation (manufacture),15110,SRUXS
Hydraulic leather (manufacture),15110,SRUXT
Leather dressing (manufacture),15110,SRUXU
Leather dying (manufacture),15110,SRUXV
Leather enamelling (manufacture),15110,SRUXW
Leather gilding (manufacture),15110,SRUXX
Leather proofing (manufacture),15110,SRUXY
Glove leather preparation (manufacture),15110,SRUXZ
Leather trimmings (manufacture),15110,SRUYQ
Mechanical leather preparation (manufacture),15110,SRUYR
Metallised leathers (manufacture),15110,SRUYS
Parchment made of leather (manufacture),15110,SRUYT
Patent leather (manufacture),15110,SRUYU
Reptile leather (manufacture),15110,SRUYV
Sheep skin preparation (manufacture),15110,SRUYW
Sole leather preparation (manufacture),15110,SRUYX
Tanning and dressing of leather; dressing and dyeing of fur,15110,SRUYY
Leather tanning and dressing (manufacture),15110,SRUYZ
Hair nets made of lace (manufacture),14190,SRUZQ
Handkerchief folding (manufacture),14190,SRUZR
Handkerchief hemming (manufacture),14190,SRUZS
Handkerchief made of textile material (manufacture),14190,SRUZT
Headsquare (manufacture),14190,SRUZU
Knitted bootees (manufacture),14190,SRUZV
Knitted gloves (manufacture),14190,SRUZW
Knitted mittens and mitts (manufacture),14190,SRUZX
Knitted scarf (manufacture),14190,SRUZY
Hair nets (manufacture),14190,SRUZZ
Billfolds made of leather (manufacture),15120,SRVQQ
Bridle cutting (manufacture),15120,SRVQR
Brown saddlery (manufacture),15120,SRVQS
Brush case (not of leather or plastics) (manufacture),15120,SRVQT
Buff and mop made of leather (manufacture),15120,SRVQU
Buffalo pickers made of leather (manufacture),15120,SRVQV
Cases for cutlery (not wooden) (manufacture),15120,SRVQW
Cases for jewellery (not wooden) (manufacture),15120,SRVQX
Cases for musical instruments (not wooden) (manufacture),15120,SRVQY
Belts made of leather or leather substitute (manufacture),15120,SRVQZ
Check strap made of leather (manufacture),15120,SRVRQ
"Container for typewriter, radio, etc. made of leather (manufacture)",15120,SRVRR
Conveyor bands made of leather (manufacture),15120,SRVRS
Cutlery case (not leather or plastics) (manufacture),15120,SRVRT
Cycle bags made of leather (manufacture),15120,SRVRU
Dog lead made of leather (manufacture),15120,SRVRV
Dressing case made of leather or leather substitute (manufacture),15120,SRVRW
Driving belts made of leather (manufacture),15120,SRVRX
Elevator bands made of leather (manufacture),15120,SRVRY
"Cases made of leather for cutlery, instruments, etc. (manufacture)",15120,SRVRZ
Gas meter diaphragm made of leather (manufacture),15120,SRVSQ
Gun cases made of leather (manufacture),15120,SRVSR
Hand luggage made of leather (manufacture),15120,SRVSS
Handbags and the like of composition leather (manufacture),15120,SRVST
Handbags made of leather or leather substitutes (manufacture),15120,SRVSU
Harness (manufacture),15120,SRVSV
Harness front and rosette made of leather (manufacture),15120,SRVSW
Hat box made of leather or leather substitute (manufacture),15120,SRVSX
Horse collars made of leather (manufacture),15120,SRVSY
Fancy leather goods (manufacture),15120,SRVSZ
Jewel case (not wood or metal) (manufacture),15120,SRVTQ
Key tags and cases made of leather (manufacture),15120,SRVTR
Ladies handbags made of leather (manufacture),15120,SRVTS
Leather articles for use in machinery or mechanical appliances (manufacture),15120,SRVTT
Leather belting for use in machinery (manufacture),15120,SRVTU
Leather goods (not industrial) (manufacture),15120,SRVTV
Leather shoe-laces (manufacture),15120,SRVTW
Linemen's safety belts and other belts for occupational use (manufacture),32990,SRVTX
Luggage and the like of leather (manufacture),15120,SRVTY
Industrial leather (manufacture),15120,SRVTZ
Luggage made of leather or leather substitute (manufacture),15120,SRVUQ
"Luggage, handbags made of plastic sheeting (manufacture)",15120,SRVUR
"Luggage, handbags made of textile materials (manufacture)",15120,SRVUS
Machinery accessories made of leather (manufacture),15120,SRVUT
Machinery belting made of leather (manufacture),15120,SRVUU
Manicure case made of leather (manufacture),15120,SRVUV
"Manufacture of luggage, handbags and the like, saddlery and harness",15120,SRVUW
Novelty goods made of leather (manufacture),15120,SRVUX
Picking bands made of leather (manufacture),15120,SRVUY
Luggage handbags made of paperboard (manufacture),15120,SRVUZ
Pochette made of leather (manufacture),15120,SRVVQ
Pocket book made of leather (manufacture),15120,SRVVR
Pouch for tobacco (manufacture),15120,SRVVS
Pouch made of leather or leather substitute (manufacture),15120,SRVVT
Pump leather washer (manufacture),15120,SRVVU
Purses made of leather or leather substitute (manufacture),15120,SRVVV
Radio cases made of leather (manufacture),15120,SRVVW
Roller skin (cut) made of leather (manufacture),15120,SRVVX
Saddle horse (manufacture),15120,SRVVY
Pipe case (not leather or plastic) (manufacture),15120,SRVVZ
Saddlery and harness made of leather (manufacture),15120,SRVWQ
Sample case made of leather (manufacture),15120,SRVWR
Satchels made of leather (manufacture),15120,SRVWS
Shopping bags made of plastic (designed for prolonged use) (manufacture),15120,SRVWT
Shopping bags made of stitched plastic (manufacture),15120,SRVWU
Skips made of leather (manufacture),15120,SRVWV
Spectacle cases made of leather (manufacture),15120,SRVWW
Sports bags made of fabric (manufacture),15120,SRVWX
Sports bags made of leather (manufacture),15120,SRVWY
Saddlery (manufacture),15120,SRVWZ
Straps made of leather (manufacture),15120,SRVXQ
Strops made of leather (manufacture),15120,SRVXR
Suitcases made of leather or leather substitute (manufacture),15120,SRVXS
Toilet case (fitted) made of leather (manufacture),15120,SRVXT
Toolbags made of leather (manufacture),15120,SRVXU
Travel goods made of leather or leather substitute (manufacture),15120,SRVXV
Trunk handles made of leather (manufacture),15120,SRVXW
Trunks made of leather (manufacture),15120,SRVXX
Typewriter case made of leather (manufacture),15120,SRVXY
Sports goods carrier (manufacture),15120,SRVXZ
Wallets made of leather or leather substitute (manufacture),15120,SRVYQ
Washers made of leather (manufacture),15120,SRVYR
"Watch bands of non-metallic material such as fabric, leather or plastic (manufacture)",15120,SRVYS
Watch straps (non-metallic) (manufacture),15120,SRVYT
Watch straps made of leather or leather substitute (manufacture),15120,SRVYU
Athletic footwear (manufacture),15200,SRVYV
Ballet shoe (manufacture),15200,SRVYW
Beach footwear (manufacture),15200,SRVYX
Boot (manufacture),15200,SRVYY
Violin case (not wooden) (manufacture),15120,SRVYZ
Tanning of hairless skins and hides (manufacture),15110,SRVZQ
Trimmings made of leather (manufacture),15110,SRVZR
Upholstery leather preparation (manufacture),15110,SRVZS
Upper leather (manufacture),15110,SRVZT
Vellum (manufacture),15110,SRVZU
Army accoutrement made of leather (manufacture),15120,SRVZV
Art leather work (manufacture),15120,SRVZW
Attaché case made of leather or leather substitute (manufacture),15120,SRVZX
Bags made of leather or leather substitute (manufacture),15120,SRVZY
Tanning leather (manufacture),15110,SRVZZ
Heels made of leather (manufacture),15200,SRWQQ
House shoe (manufacture),15200,SRWQR
Insoles made of leather (manufacture),15200,SRWQS
Leather fillings (manufacture),15200,SRWQT
Leggings and gaiters made of cloth (manufacture),15200,SRWQU
Leggings made of leather (manufacture),15200,SRWQV
Moulded rubber bottoms for footwear (manufacture),22190,SRWQX
Overboot (manufacture),15200,SRWQY
Heel and sole (for footwear) made of rubber (manufacture),22190,SRWQZ
Protective footwear made of plastic (manufacture),15200,SRWRQ
Safety boots (manufacture),15200,SRWRR
Sandals (manufacture),15200,SRWRS
Shoe parts made of wood (manufacture),16290,SRWRT
Shoes (manufacture),15200,SRWRU
Shoes made of wood (manufacture),15200,SRWRV
Slipper leather soles (manufacture),15200,SRWRW
Slippers (manufacture),15200,SRWRX
Socks made of leather (manufacture),15200,SRWRY
Overshoes made of rubber (manufacture),15200,SRWRZ
Sports footwear (manufacture),15200,SRWSQ
Toe puff (manufacture),22290,SRWSR
Wellington boot (manufacture),15200,SRWSS
Bargeboard (manufacture),16100,SRWST
Beaded wood (manufacture),16100,SRWSU
Bent timber (manufacture),16100,SRWSV
Chamfered wood (manufacture),16100,SRWSX
Drying of timber (manufacture),16100,SRWSY
Spats made of leather (manufacture),15200,SRWSZ
Flooring made of wood (unassembled) (manufacture),16100,SRWTQ
Grooved wood (manufacture),16100,SRWTR
Immersion treatment of wood (manufacture),16100,SRWTS
Log sawing (manufacture),16100,SRWTT
"Log slicing, peeling or chipping (manufacture)",16100,SRWTU
Mining timber (sawn) (manufacture),16100,SRWTV
Plank (manufacture),16100,SRWTW
Pressure treatment of wood (manufacture),16100,SRWTX
Railway sleepers made of wood (manufacture),16100,SRWTY
Sawmilling (manufacture),16100,SRWUQ
Sawmilling and planing of wood,16100,SRWUR
Sawn fencing (manufacture),16100,SRWUS
Skirting boards made of unmoulded wood (manufacture),16100,SRWUT
Sleepers made of wood (manufacture),16100,SRWUU
Telegraph poles (manufacture),16100,SRWUV
Tongued wood (manufacture),16100,SRWUW
V-jointed wood (manufacture),16100,SRWUX
Vacuum treatment of wood (manufacture),16100,SRWUY
Rebated wood (manufacture),16100,SRWUZ
Wagon timber (sawn) (manufacture),16100,SRWVQ
Weatherboard (manufacture),16100,SRWVR
Wood chip (manufacture),16100,SRWVS
Wood drying (manufacture),16100,SRWVT
Wood flour (manufacture),16100,SRWVU
"Wood grooving, milling, planing, sawing etc. (manufacture)",16100,SRWVV
Wood impregnation (manufacture),16100,SRWVW
Wood machining (manufacture),16100,SRWVX
Wood mill (manufacture),16100,SRWVY
Veneer log sawing (manufacture),16100,SRWVZ
Wood planing (manufacture),16100,SRWWQ
Wood preservation (manufacture),16100,SRWWR
Wood sawing (manufacture),16100,SRWWS
Wood shavings (manufacture),16100,SRWWT
Wood spraying (manufacture),16100,SRWWU
"Wood creosoting, impregnation, preservation, spraying, varnishing and drying (manufacture)",16100,SRWWV
Wood wool (manufacture),16100,SRWWX
Battenboard (manufacture),16210,SRWWY
Wood particles (manufacture),16100,SRWWZ
Building boards made of fibre (manufacture),16210,SRWXQ
Building boards made of wood waste (manufacture),16210,SRWXR
Cellular wood panel (manufacture),16210,SRWXS
Chipboard agglomerated with non-mineral binding substances (manufacture),16210,SRWXT
Densified wood (manufacture),16210,SRWXU
Fibreboard (manufacture),16210,SRWXV
Fibre building board (manufacture),16210,SRWXW
Glue laminated wood (manufacture),16210,SRWXX
Hardboard (manufacture),16210,SRWXY
Blockboard (manufacture),16210,SRWXZ
Laminated veneer wood (manufacture),16210,SRWYQ
Laminated wood products (manufacture),16210,SRWYR
Laminboard (manufacture),16210,SRWYS
Manufacture of veneer sheets and wood-based panels,16210,SRWYT
Medium density fibreboard (mdf) and other fibreboard (manufacture),16210,SRWYU
Oriented strand board (osb) and other particle board (manufacture),16210,SRWYV
Particleboard agglomerated with non-mineral binding substances (manufacture),16210,SRWYW
Plywood (manufacture),16210,SRWYX
Improved wood (manufacture),16210,SRWYZ
Boot stiffener (manufacture),15200,SRWZQ
Boot upper (manufacture),15200,SRWZR
Bootee (rubber protective) (manufacture),22190,SRWZS
Clog (manufacture),15200,SRWZT
Cut leather soles for footwear (manufacture),15200,SRWZU
Footwear (manufacture),15200,SRWZV
Footwear parts and accessories made of plastic (manufacture),22290,SRWZW
Gaiters made of leather (manufacture),15200,SRWZX
Galoshes made of rubber (manufacture),15200,SRWZY
Boot closing (manufacture),15200,SRWZZ
Builders' carpentry and joinery made of wood (manufacture),16230,SRXQQ
Builders' woodwork such as window frames etc. (manufacture),16230,SRXQR
Wooden display stand (manufacture),16230,SRXQS
Wooden display stand (manufacture),16230,SRXQT
Doors made of wood (manufacture),16230,SRXQU
Exhibition stand (manufacture),16230,SRXQV
Fencing made of wood (assembled) (manufacture),16230,SRXQW
Garage made of wood (manufacture),16230,SRXQX
Garden frames made of wood (manufacture),16230,SRXQY
Bridges made of wood (manufacture),16230,SRXQZ
Glue-laminated and metal connected prefabricated wooden roof trusses (manufacture),16230,SRXRQ
Greenhouse made of wood (manufacture),16230,SRXRR
Hardwood flooring strip (manufacture),16220,SRXRS
Huts made of wood (manufacture),16230,SRXRT
Industrialised building component made of timber (manufacture),16230,SRXRU
Installation (erection) work of self-manufactured builders’ ware of wood,43320,SRXRV
Installation of roofing frames,43910,SRXRW
Manufacture of assembled parquet floors,16220,SRXRX
Manufacture of other builders' carpentry and joinery,16230,SRXRY
Gate made of wood (manufacture),16230,SRXRZ
Mouldings made of wood (manufacture),16230,SRXSQ
Parquet flooring (manufacture),16220,SRXSR
Paving blocks made of wood (manufacture),16230,SRXSS
Portable wooden buildings (manufacture),16230,SRXST
Poultry house made of wood (manufacture),16230,SRXSU
Prefabricated buildings made of wood (manufacture),16230,SRXSV
Prefabricated buildings or elements thereof made of wood (manufacture),16230,SRXSW
Prefabricated roof timbers (manufacture),16230,SRXSX
Rafters (manufacture),16230,SRXSY
Moulded skirting board made of wood (manufacture),16230,SRXSZ
